question,precision@k,recall@k,mrr,ndcg@k,ap@k,retrieval_time,input_tokens,retrieved_docs,relevant_docs
Quali sono le applicazioni specifiche del Template per la redazione di una carta archeologica?,0.0,0.0,0.0,0.0,0.0,0.1775137335062027,2,"['f250624262785a9a8e19f1bd116d2d250a0a0a969cff5329a19609b52ac7923f', 'e22532d0d7294625f663c59de5644a7afcc6d50ea110199e9f4afd195e6bc3b7', 'b8f49fb129265bd0541e66913007df32ae6856b10365f00c454d81cb50cca35f', '2307032e12f70a83717fe28eedd0d26ccc1b7bc6c9bdd5220588a6508dc2bfa5', 'a23cb2162d9d60442b0af2f64f5aefd532385989a11e2a6664c9fd5853b9a635']",['7d93fa20d0b0b45bbcd343ca71319b2a9c0ca51cdb52044bc5964f33a1002efb']
Quali sono le finalità del progetto Geoportale Nazionale dell’Archeologia?,0.0,0.0,0.0,0.0,0.0,0.1775137335062027,2,"['2c316237ca3c79ba282799ee2de8ae688756f9786bc17bf13a91da4e0984841e', 'db8e042dadc101aa3e42152cbf3845cb858942d29d8c5b95862dd1b7f1d32757', '5cc4c073ee528d3137ed164c06b571d9ea2ae31d170cafd0c9e37b5d3302adca', '2c528252d9c1d782b1496ce5c15dfbf1bd991c00d2103d3e2ed4ade69df5d2fe', '67f8985cc86a825b5294a16c787e82334c454a051fd89689725cd6cdc42a220f']",['66ca28275a4e2dc4b7c3d8ab8dcf145a00b38d952fe62c62389b788aaabac406']
Quali sono le applicazioni specifiche dell'utilizzo del Template per la redazione di una carta archeologica?,0.0,0.0,0.0,0.0,0.0,0.1775137335062027,2,"['f250624262785a9a8e19f1bd116d2d250a0a0a969cff5329a19609b52ac7923f', 'e22532d0d7294625f663c59de5644a7afcc6d50ea110199e9f4afd195e6bc3b7', 'b8f49fb129265bd0541e66913007df32ae6856b10365f00c454d81cb50cca35f', '2307032e12f70a83717fe28eedd0d26ccc1b7bc6c9bdd5220588a6508dc2bfa5', 'a23cb2162d9d60442b0af2f64f5aefd532385989a11e2a6664c9fd5853b9a635']",['191376e4f7ebdd28b186254754af76acc49ab80647fda68f33fd0c231d285a9f']
Qual è l'obiettivo dell'esigenza descritta nel testo?,0.0,0.0,0.0,0.0,0.0,0.1775137335062027,2,"['50faf2f8c0b87f308281d0512d116588fd2750efcd4ef07822d6de5aa9bb7277', '4e2474ac3cb4c2409bd5686405d6470b4e6c52ec671ab7d3286d32ba99a50dc8', 'dffc31beca5c0c116df07e1113f3a66b48b9031869525da0c0d4413390cd29ca', '773fe1d7a7ce80466f3d12a305378d2bbfc2afcfefd69852cc2f5e2dde88683d', 'ff46a86c7079dfd9c025d44e5d89bb2e38c3d51dc883bb54ed7799d0e93df394']",['c8ac4dde4ed6690be6504149084d9201110fc7758cf3cdd5272a88252252752b']
Quali sono i campi e i sottocampi del MOPR e come si compilano?,0.0,0.0,0.0,0.0,0.0,0.1775137335062027,2,"['7bb896a551822ff6c650223163c626088cad6e0cf7f21b400c8a87fcdd6b103a', 'c7105690d2336ec02b491a4b9d8af582c95973686c722a96d44efd4ca7b89eb5', '2cb74c1ca5b2f7a4512b0f6d2e4edddf837e0f90cd27325ceaa1db2b72dc2934', '804bc68af27041c4f3f71fa1fe419b8ab21d6cb6f42fa0c34ae385f57d593df0', 'e468f3c09ae2990d22f0dd850d5e18d3f3ef29fa47bd0032c83e9305a9da05ab']",['ad091271d8408e76b677b3942d7d42ad818ee2dfa9e89725abbedb3908972381']
Come si aggiungono le cartografie WMS a QGIS?,0.2,1.0,0.25,0.4306765580733929,1.0,0.1775137335062027,2,"['dd1e44891b11cb088de6034102a13ecd2cf5a33bc6fd18b1f46536a84104d165', 'c26e6dc2ae56f045db544f6331b20b74d9edbfb5a3bf15ae5537ad6a847afa68', '7d5a3ff415654883aac15bdd9318cb35f6a8c750fbc7f76eac63f777c3f20abd', '513aa03f925543788873f54c11ffb6a7e150d1d6b279a6f3b9ebe0b64ade7edd', '4631a4dbf8e6a74d3c3fb7688aa0fdde839d409e880e134b303f36674f3036ad']",['513aa03f925543788873f54c11ffb6a7e150d1d6b279a6f3b9ebe0b64ade7edd']
Come posso stampare la carta del rischio (VRD)?,0.2,1.0,0.5,0.6309297535714573,1.0,0.1775137335062027,2,"['5276aca8570ca606f28ef6cb7d81d6465a5aad56389e96fc920551d191a7cf9c', 'aa9d703f7164f20e73498a9e928bdaefc41f27f98e6401feec0331e8f5246aa4', 'b591031f3020f365293e1cbdc361ee10018f2823254c55c9859c9da2c94994c4', '1a5047c43f73e3a811866b8dafd8513467ca99b4e21d6fc72a8ee72496f4cf12', 'ac7ab8add28d46bcd3961d3ce4af32f14dcf6e5368ee5f1b4aece8aff06c9b7a']",['aa9d703f7164f20e73498a9e928bdaefc41f27f98e6401feec0331e8f5246aa4']
Quali sono i passaggi per stampare il MOPR nel Geoportale Nazionale Archeologia?,0.0,0.0,0.0,0.0,0.0,0.1775137335062027,2,"['15f0a925200ca4399cb04eaa355cc6a3ebff4182212496134675d7d6cfff95f3', '84147ccd7e857e10a210437db55df1362bb19ff03735f72520a61a2475a83f64', '53cba180a7d031637fc0d729f113a5fed59d53291b3f0b179246b43327b3ed2f', 'a173cac35ce5f899f622ed6103a0594b5f61f9f1d36caa602fd58bde4a01eba4', '421aae735a5464218992e6bdcad53649aa8765827f8b2e31810f53c3fe22598f']",['2c8d4e6ad97ab44f76d2ec7d6be036fefd1b5768aa25db86415ccc9eee0bc5e8']
Come stampare il MOPR?,0.2,1.0,1.0,1.0,1.0,0.1775137335062027,2,"['fc3e84b14aeba9ff20aa948a4e23ed472d8170a18988233097b42b7b8c0a41ef', 'a173cac35ce5f899f622ed6103a0594b5f61f9f1d36caa602fd58bde4a01eba4', '8b6976db5f6d72ac5bd5e33e9def3b0b66192dddcade1009717ad6a3982f4e92', '53cba180a7d031637fc0d729f113a5fed59d53291b3f0b179246b43327b3ed2f', '123c0b418c8e7d9c6ca8dc62a33359702ab30abea38362d9fad23aad8e5adda5']",['fc3e84b14aeba9ff20aa948a4e23ed472d8170a18988233097b42b7b8c0a41ef']
Qual è l'ordine dei termini nel vocabolario OGM?,0.2,1.0,1.0,1.0,1.0,0.1775137335062027,2,"['2efe233c5448d9359d2562614f11b046ed548af6dbf3e0062a146d5f26a8269a', '65852f0146171f857bc9fe0c1df96fd32ecab2392591a766ed39a3b905542486', '7171050e47124c1ca0f0d5dba62e4c1c86592c594a049be520d36a525595184d', '2571453259d640e6bb3bbb9ea50e18063357c38856f278340a9b7b28b7e6abca', 'd3e646b0d3a8b3181b9f8847d499a8349b1bb08cbfe35f4a14da70b5d090d2de']",['2efe233c5448d9359d2562614f11b046ed548af6dbf3e0062a146d5f26a8269a']
Quali sono le avvertenze relative al livello di dettaglio del progetto?,0.0,0.0,0.0,0.0,0.0,0.1775137335062027,2,"['f667f01b755bc783f19a92a2eb5e3ab40f1dea826121143a5be38ed5fc645da8', 'ddf00b4d0d6b591d40d4cddf7c615f22deb752cc0089b946f0ef7eb8e4808e52', '8dcf04df0b7d00b8e2fabc0336a1db7e0914fac31da281154e61c6331b1d0da5', '27833284602a507c82f3b5dc9b0bce179cf54471d36acb8d6cb67cd3c8a3c81a', 'ab09cd0f802abba5424cafb8486895f60661af29b4be1bf82456cf8ab4aa9423']",['894819484c118d9bd0dd7636b77edca306ae9741adb1a3063684eb62dd5af89a']
Quali sono i casi d'uso per i materiali di reimpiego nel Geoportale Nazionale Archeologia?,0.2,1.0,0.25,0.4306765580733929,1.0,0.1775137335062027,2,"['22887bdcb5712bcb149035405eee9004d73bf10de21c7bbc12432683860181b2', 'eb9bc2179057d1cd7a5827586a8b948d1126c58e6c7e459b18440eb658d12630', '648b34f9f9279bfbee897b94ab885bf53c6b056d90581d558a97f31adc17a6a4', 'e1f5106d1457bd2c8878f1d35625d835fe7f377c47c573e528b1ac5626585c90', 'b985b4f5d1c3ae07372d9d10a0b5b1eef0d2db0fd052fbb14ce6c0566390e145']",['e1f5106d1457bd2c8878f1d35625d835fe7f377c47c573e528b1ac5626585c90']
Quali sono i due layer destinati alla rappresentazione delle ricostruzioni ipotetiche di tratti/porzioni di elementi archeologici noti all'interno del progetto?,0.2,1.0,0.2,0.38685280723454163,1.0,0.1775137335062027,2,"['31bc54743355f3ea56c79bcc7087424d2e7775e92638cc1bd138769c040c888e', 'a129a76d7d05b27415f36966b5cdd0625a9fe1e33f6d8023ed2e3f432df7d6af', '09a4b6976bf658c20288671dd2e46f0f10ad3ae9c6aece586b1e7c89b18c5143', 'f470bdef4004630b6bde8ec73d4a98d7bb481b37fa11d45328fe525a94e4a286', 'fee90d0d586cbcd268775c75ba8c03fa7c46db361695af88ba0d17d4e0595e5a']",['fee90d0d586cbcd268775c75ba8c03fa7c46db361695af88ba0d17d4e0595e5a']
Quali informazioni sono presenti nella stampa del dettaglio delle ricognizioni (D_RCG)?,0.2,1.0,0.25,0.4306765580733929,1.0,0.1775137335062027,2,"['edd6acd27fa531aec1b5839e935c3e4246aa8fc21d0e308c84eeb7c7a588fb6a', '24e2a853d55875fef7b91abfab5aa342e2b03bc39d05ee08e85f1a2d19a444dd', '51b8a0b324b34c8829e0fa316e2270f8902b3bac2a960301cdb144d3bf526c14', '923251ed120cad2d844ecbe56fa853f3f839e84af228d5f7fcd4ca3758942345', '201bdb1a274b84cb888098216d5508154ffd942b1d5659cfacc1bbba0333e970']",['923251ed120cad2d844ecbe56fa853f3f839e84af228d5f7fcd4ca3758942345']
Quali sono i diversi modi in cui i rinvenimenti possono essere rappresentati nel Geoportale Nazionale Archeologia?,0.0,0.0,0.0,0.0,0.0,0.1775137335062027,2,"['0ae72ed83dec65ecc5cb259913f53d288e5e2aaf103935863e6cfa210172e7c1', 'b985b4f5d1c3ae07372d9d10a0b5b1eef0d2db0fd052fbb14ce6c0566390e145', '5cc4c073ee528d3137ed164c06b571d9ea2ae31d170cafd0c9e37b5d3302adca', '18d4227766ba7243b9e08eaa8280431ee5d5d9a1185aa8211f0ed4186aba82a0', '7dcfc39a3bb1c97d982a3047d4c7ee6e808ac8fe15d020c1bcda2b30ab19d9da']",['3d73cd6194f1df91385d484278a731ab31551a7d7f9029ea920811aa1257fc83']
Come posso stampare solo una selezione dei dati dei MOSI (Catalogo dei siti) nel Geoportale Nazionale Archeologia?,0.2,1.0,1.0,1.0,1.0,0.1775137335062027,2,"['b67cb9386b2814b53207fef5cb69ba14a60f1522a88a8adebe6a36254c5e7c9a', 'edfbc3882132a75c230e50f8f13ee5c19b5ed2009512c66ee820bd0c56bbcb24', '94a68d8683fbea359c58281308f374776892aa7b52516f5831c67de74cc02a80', '31cd440e9a17723253e3df139d0129275fa93c01b0d37c7dcd1b208a937de0de', '421aae735a5464218992e6bdcad53649aa8765827f8b2e31810f53c3fe22598f']",['b67cb9386b2814b53207fef5cb69ba14a60f1522a88a8adebe6a36254c5e7c9a']
Come si aggiunge del testo statico al titolo del testalino nel Geoportale Nazionale Archeologia?,0.2,1.0,0.3333333333333333,0.5,1.0,0.1775137335062027,2,"['34ce1612c829ea7091f981d8c69c281ac87319ecae1d9e19c398500f5254c93a', 'cf556c079b6e3d6da11032d40edc310abdcb6005eb2e047cb5633b274ee811ef', 'c321a5c41e27d11634f13ab01df894043bbc2378d6af6ce4e708540a86b2edd5', 'e0cc9956044fa6adeaf2d1b92ba945b2816f6208a62c36624104932ff2ed3042', 'f6dff05278aa4e480450da43160ad987c3a72c649d31078726d31a25f60f15ac']",['c321a5c41e27d11634f13ab01df894043bbc2378d6af6ce4e708540a86b2edd5']
Qual è la struttura dei vocabolari nel progetto?,0.0,0.0,0.0,0.0,0.0,0.190630242228508,2,"['50faf2f8c0b87f308281d0512d116588fd2750efcd4ef07822d6de5aa9bb7277', 'fee90d0d586cbcd268775c75ba8c03fa7c46db361695af88ba0d17d4e0595e5a', 'ec29619350f0a809b50eaf12d37be111f63ee21f19d5773792939ab869ba79d3', '3af58b78ab0cf6975d37f9110a78e9b3ec21b682d4438789727594b2c804cea8', 'f6b4dd07d87c6cbdfbd4a087fba7c11934e98e5282205cbc59efbfdab4f1d2bd']",['f450791732c679bf6acc671ade850bacffb30ab3adbacbaeda5c2873fc99c72d']
Che cosa rappresenta la sigla MOPR nel contesto delle istruzioni operative per il conferimento al GNA dei dati minimi di tutte le ricerche archeologiche dirette dal Ministero della Cultura?,0.2,1.0,1.0,1.0,1.0,0.190630242228508,2,"['d54177cd4ebad4643f16d76170fbbf58ff0ae88fb22681ebe37c22a7f40267c7', '4df3a35f91d34db04a742b177444dd2b7fa41176060b140a37e45b9316f44e87', '38401a4164cb6b571e2a5ccd7448c33a553b78a60f4888e40b05f8c6f574dc5d', 'b1acfdf407952ea473d5febb21b87e2e4d73a0987b749ebcac938878f6bed896', 'a7795b064090a510e23f4198c28e556cc664dd890ca21953e408521e2108f446']",['d54177cd4ebad4643f16d76170fbbf58ff0ae88fb22681ebe37c22a7f40267c7']
Come si aggiunge un layer WMS a un progetto in QGIS?,0.2,1.0,0.5,0.6309297535714573,1.0,0.190630242228508,2,"['c26e6dc2ae56f045db544f6331b20b74d9edbfb5a3bf15ae5537ad6a847afa68', '7d5a3ff415654883aac15bdd9318cb35f6a8c750fbc7f76eac63f777c3f20abd', '3798949c3b7d3fb13b6f1d6e18cd905c19384123cf56ca1f59e005d6a37fb392', '3ee3ed64138770cbd65b7ea9939678c13045d66f77e5b2a938e4abc4f6cde514', 'dd1e44891b11cb088de6034102a13ecd2cf5a33bc6fd18b1f46536a84104d165']",['7d5a3ff415654883aac15bdd9318cb35f6a8c750fbc7f76eac63f777c3f20abd']
Qual è la struttura del progetto?,0.2,1.0,0.5,0.6309297535714573,1.0,0.190630242228508,2,"['50faf2f8c0b87f308281d0512d116588fd2750efcd4ef07822d6de5aa9bb7277', 'c7d97bd4b05add56bca22754563d10755a460deec73b487256b85d68d0b8fdbd', 'fee90d0d586cbcd268775c75ba8c03fa7c46db361695af88ba0d17d4e0595e5a', '31bc54743355f3ea56c79bcc7087424d2e7775e92638cc1bd138769c040c888e', 'da86b8f2a8d99aee1eba89e4b53ccb053573aa70a94d7ff73fc49350198cd536']",['c7d97bd4b05add56bca22754563d10755a460deec73b487256b85d68d0b8fdbd']
Come posso caricare un file DWG/DXF in QGIS?,0.2,1.0,0.25,0.4306765580733929,1.0,0.190630242228508,2,"['cb9cfef995d2e7863052482a1bf6d78b7ba8d5d723628b5b31080d726f24fa6b', '3a160c38da2d4838c52f1691efa9cfb70c46954bfe0fab27ebd3078504dea5ea', 'f17fd5d9efa75603abaf7c456c0cfc1a50919c0d31102571f09d3fe822c803da', '68c9abe80f9c652a3a5f1e2271a563a112176fde4a511e57254241d73983f17a', 'f7c40dd3f278f8cd37b1401f9dd68c5a5ac788ac1e81ae6c0d638e7ae459c4e6']",['68c9abe80f9c652a3a5f1e2271a563a112176fde4a511e57254241d73983f17a']
Quali sono i casi d'uso per l'inserimento di MOSI esterni all'area del MOPR?,0.2,1.0,0.25,0.4306765580733929,1.0,0.190630242228508,2,"['9907c836f44202fd667bb8b8c849d276c95a1fa5bad2df5320704899d70f8006', 'd49dc2df94454a9e48570ccd6f957263c397eb5d0ce544ad92952ac2135c9e68', '3f6f890e027f375d0566dc0822ddfb7d565f8fb333d29bb9cbeb0afa2d4cb71a', '8d64cd4b8858d806e70371292278305f5b1852362397fd2705b303ce831d90b4', 'fa3f906ed0ce323b7a0e90513ce6530f7baee75ba6ce32011cf46d83ed5ee8b1']",['8d64cd4b8858d806e70371292278305f5b1852362397fd2705b303ce831d90b4']
Quali sono le informazioni necessarie per compilare il MOSI (Metodologia Operativa per la Salvaguardia Integrale) per il potenziale archeologico e il rischio relativo?,0.2,1.0,0.25,0.4306765580733929,1.0,0.190630242228508,2,"['cac6172a087154b6a2ef2f602ba3033b797e4e76d0bca3429857b3873d03efd3', '079e8ea711ecf29ad67d0ba78e2e324c44d594f769dd5c0b11475ff3e4e8d1dd', 'c6199765bc0be31f9dc61cae8c465fa2c9c8098a97e9fc1daf8a36c61f2f4cec', '5ce5c7147db8261f00cef29b9973e5ac3fa56d09317fb3bb3f91f4043e429eeb', '92a2809703ba08b33771db905cb77df0d8a2fe6f6606a3463a34be6db997f9f5']",['5ce5c7147db8261f00cef29b9973e5ac3fa56d09317fb3bb3f91f4043e429eeb']
Qual è la struttura del vocabolario AMA nel progetto?,0.2,1.0,1.0,1.0,1.0,0.190630242228508,2,"['3af58b78ab0cf6975d37f9110a78e9b3ec21b682d4438789727594b2c804cea8', '0f86664a0f5e26bd7016f635c11c96876c114842ae84b2b0e6b8ac814d6a2648', '50faf2f8c0b87f308281d0512d116588fd2750efcd4ef07822d6de5aa9bb7277', 'fee90d0d586cbcd268775c75ba8c03fa7c46db361695af88ba0d17d4e0595e5a', 'ec29619350f0a809b50eaf12d37be111f63ee21f19d5773792939ab869ba79d3']",['3af58b78ab0cf6975d37f9110a78e9b3ec21b682d4438789727594b2c804cea8']
Quali sono le istruzioni operative per il conferimento al GNA dei dati minimi di tutte le ricerche archeologiche dirette dal Ministero della Cultura?,0.0,0.0,0.0,0.0,0.0,0.190630242228508,2,"['b7b2f460cc285e8a68a608863cd814e5525afd3259ec705142c793623db3a3de', '022e4760e3074da7e2152df2b1c9c6708ee8413264b15c9696b2e182929c2b73', '1521289233fe45b5e061dbf52ca9e36131c7e3d0984656509438ae37e97b8604', '1953e601c42a0f735404d2b29068be3a25e5af94a740f4f670627e216f720765', '195c7c332490450283fad5c4a2fd51de75a3caa5d924a8342ddc8ae3ac05647b']",['f854ea4df64d4e3d61f2c2122e878f3543ab7408d0ae8f6be1c3f9f58a91994a']
Quali sono le istruzioni operative per il conferimento al GNA dei dati minimi di tutte le ricerche archeologiche dirette dal Ministero della Cultura?,0.0,0.0,0.0,0.0,0.0,0.190630242228508,2,"['b7b2f460cc285e8a68a608863cd814e5525afd3259ec705142c793623db3a3de', '022e4760e3074da7e2152df2b1c9c6708ee8413264b15c9696b2e182929c2b73', '1521289233fe45b5e061dbf52ca9e36131c7e3d0984656509438ae37e97b8604', '1953e601c42a0f735404d2b29068be3a25e5af94a740f4f670627e216f720765', '195c7c332490450283fad5c4a2fd51de75a3caa5d924a8342ddc8ae3ac05647b']",['347611b33d76adb1305b3f34e616e566afeffc5ab00e6ee3dc2559d93c938207']
Come posso modificare i dati della localizzazione di un elemento nel Geoportale Nazionale Archeologia?,0.0,0.0,0.0,0.0,0.0,0.190630242228508,2,"['0ae72ed83dec65ecc5cb259913f53d288e5e2aaf103935863e6cfa210172e7c1', '4a44fc2535c979811439a94473be9244c3612e5170570a0d1426c7f9e139d88c', '3544493d76aa0e0a098c659291f7fecd021e0b3bb52dedc979502f13f8f82641', 'c734caacd58a1ccaf3ff8fa855925c88245d2cb43a8a8d761e119d9a98ef67a7', '96be80a8f93ae40a310fdc78ae24d3393194727389544894fa8343b01d3c04f9']",['c13559524df8fba2cd533ee2cd68ceca4deb32b818e185801ffcd3f9f47bcb98']
Qual è la funzione dei layer DSC in relazione alle informazioni alfanumeriche e alle geometrie?,0.2,1.0,1.0,1.0,1.0,0.190630242228508,2,"['a1a93ff7c592a2d0731bcddc3aef0adec1a61cb2430b912cf336bcbc36cfd50c', '1c4587db12c30b2ffd38fd624b8728d70a92612dea5c1690eff46d51dbca50ed', 'b4c22e4e434f34d4b8e30ae7ac5a8319a2b8ebca89b157b994c0267daa87a760', '996fd60d994db30f15b222f06cabe16715b823f2688597c3bf52286d27ef70bc', 'f00c34743984fbd50773837b21f9bcf926b5fb09fd3a591c35d8138fc9931eae']",['a1a93ff7c592a2d0731bcddc3aef0adec1a61cb2430b912cf336bcbc36cfd50c']
Come posso stampare i MOSI (Catalogo dei siti) in modo corretto?,0.0,0.0,0.0,0.0,0.0,0.190630242228508,2,"['6bf9350a645455b87777fa698745cd746f07906535a58fca21157eeba53b17ef', 'b67cb9386b2814b53207fef5cb69ba14a60f1522a88a8adebe6a36254c5e7c9a', 'bc7ce40aad15905c4aaaa383849d93fcd7d272ec51aa66bea4d7122d80bea8f3', '421aae735a5464218992e6bdcad53649aa8765827f8b2e31810f53c3fe22598f', '94cc259e51a8ec3dded6ecc0d50aa920de9bf84508b0cc52d442310b65cd5b86']",['8fde17d1c7b6877e2096e9611fc952d0a2d44ca6b7a6e9833844f4875fda0429']
Quali sono le istruzioni operative per il conferimento al GNA dei dati minimi di tutte le ricerche archeologiche dirette dal Ministero della Cultura?,0.0,0.0,0.0,0.0,0.0,0.190630242228508,2,"['b7b2f460cc285e8a68a608863cd814e5525afd3259ec705142c793623db3a3de', '022e4760e3074da7e2152df2b1c9c6708ee8413264b15c9696b2e182929c2b73', '1521289233fe45b5e061dbf52ca9e36131c7e3d0984656509438ae37e97b8604', '1953e601c42a0f735404d2b29068be3a25e5af94a740f4f670627e216f720765', '195c7c332490450283fad5c4a2fd51de75a3caa5d924a8342ddc8ae3ac05647b']",['c5e7f8f339b413ebcad37fdf50bada15d547f872e8fd30f2a7e7a5daa8280e61']
Quali sono le istruzioni operative per il conferimento al GNA dei dati minimi di tutte le ricerche archeologiche dirette dal Ministero della Cultura?,0.0,0.0,0.0,0.0,0.0,0.190630242228508,2,"['b7b2f460cc285e8a68a608863cd814e5525afd3259ec705142c793623db3a3de', '022e4760e3074da7e2152df2b1c9c6708ee8413264b15c9696b2e182929c2b73', '1521289233fe45b5e061dbf52ca9e36131c7e3d0984656509438ae37e97b8604', '1953e601c42a0f735404d2b29068be3a25e5af94a740f4f670627e216f720765', '195c7c332490450283fad5c4a2fd51de75a3caa5d924a8342ddc8ae3ac05647b']",['a59fa427a3046ee0638c958cdf1e765e563dbe4a786205b500510e55d245e969']
Quali sono i campi obbligatori per compilare il Modulo di Progetto (MOPR) nel Geoportale Nazionale Archeologia?,0.0,0.0,0.0,0.0,0.0,0.190630242228508,2,"['d54177cd4ebad4643f16d76170fbbf58ff0ae88fb22681ebe37c22a7f40267c7', 'fd850d85bdefde4ca18977a404bd0558298f5cef827f40539459e18f26556091', '3ae504f98a39d0139ed9e37d400d88dcae71737c21afd1800d03c8ffcaf248d5', '804bc68af27041c4f3f71fa1fe419b8ab21d6cb6f42fa0c34ae385f57d593df0', 'e468f3c09ae2990d22f0dd850d5e18d3f3ef29fa47bd0032c83e9305a9da05ab']",['2cb74c1ca5b2f7a4512b0f6d2e4edddf837e0f90cd27325ceaa1db2b72dc2934']
Qual è la scala predefinita delle mappe mostrate per stampare i MOSI (Catalogo dei siti)?,0.2,1.0,0.5,0.6309297535714573,1.0,0.190630242228508,2,"['bc7ce40aad15905c4aaaa383849d93fcd7d272ec51aa66bea4d7122d80bea8f3', '00cf6c2957cd6d01cb3b472b053ca4d29496d113566ed8ce668e3a79171d6026', '54093ae1a203b5085d34a5562b30eb87151c4d46969e0c925797d64ed1c80d24', '2e415197acf3cc5b9fe8e356826008438ae4dda3bfa60a2ff08f65555b9778b9', '421aae735a5464218992e6bdcad53649aa8765827f8b2e31810f53c3fe22598f']",['00cf6c2957cd6d01cb3b472b053ca4d29496d113566ed8ce668e3a79171d6026']
Quali sono i dati progetto che devono essere inseriti nei layer collegati per compilare il MOPR?,0.0,0.0,0.0,0.0,0.0,0.190630242228508,2,"['c17f314cc8976fb204ec20b915a9698a41289ec03175f1a2c2daa4512c960110', '251e7e2f835cde8e903b96878399b96b02e9dce51036aa145a185ede747162ea', '7d2bfa62b0ba522f303b299609eb63eb11f7e6c7a436ce2533f00c9521d10cf6', '1e1a207b991d56607fee34b5cbf594d25832e2d4d7363c8232755066c30df853', 'ed02055715b9190f54137b4a04f5ba744d9fcbcd242e1e0104b28535ab72e112']",['455c83356b68a4a540976177d642b16c6fdef7d3c541c051cb865cc0e3e197fc']
Qual è il percorso del file del fascicolo di interesse per la ricerca d'archivio?,0.2,1.0,0.5,0.6309297535714573,1.0,0.190630242228508,2,"['fc42526122a649e4e3384d371cddc078552de8a9309bd7c77212441326aee2a7', '12ebf35f8a7818517e6606841687e5316f1bfac1aa1a8538faa528c6a6a00cdd', '43c1d21b139b6b727de3cde2d4f679c9c94a722415fbea022c3e2e0fd2dd4f7d', 'f2760792b3117c16fc0b622695aceae414adf062e80aa022fcd71cc99ce0a3c6', '987ff946532440b4a3a8fe91fb455a4ed8e57742e9cf6efe9529d51b88fa9078']",['12ebf35f8a7818517e6606841687e5316f1bfac1aa1a8538faa528c6a6a00cdd']
Qual è l'area che deve essere inclusa nel Modulo di Progetto (MOPR) per la compilazione?,0.2,1.0,1.0,1.0,1.0,0.190630242228508,2,"['db0da66abb0919cd3c8eb4af5b2bdc520e26e650c68f506c9335635edaee3dcf', '980150731e928f6e851ae197239ad1f1861d1fad09547d9d8d135225e7e83741', '754bbfed40f002057ae6c1308a67ad8ec245e359933671cbbe0432aedf69c181', '974f97663e7630684155ee949c6e748d8ec44968f5e12019926b057837c65dd6', 'd386efa37566589a0e0dd4b2ff88ad3268363f7ddaf1e0794b0485520e3094de']",['db0da66abb0919cd3c8eb4af5b2bdc520e26e650c68f506c9335635edaee3dcf']
Quali sono i dati da inserire nei layer collegati per compilare il MOPR?,0.2,1.0,1.0,1.0,1.0,0.190630242228508,2,"['c17f314cc8976fb204ec20b915a9698a41289ec03175f1a2c2daa4512c960110', '251e7e2f835cde8e903b96878399b96b02e9dce51036aa145a185ede747162ea', '7d2bfa62b0ba522f303b299609eb63eb11f7e6c7a436ce2533f00c9521d10cf6', 'ed02055715b9190f54137b4a04f5ba744d9fcbcd242e1e0104b28535ab72e112', 'a65723124f538df1f5ffff2245217e8a95663daf5bd9f63d88f824e0a71443af']",['c17f314cc8976fb204ec20b915a9698a41289ec03175f1a2c2daa4512c960110']
Qual è il metodo di rappresentazione utilizzato per descrivere una vasta necropoli oltre la Dora nel caso d'uso del MOSI poligonale?,0.2,1.0,0.5,0.6309297535714573,1.0,0.190630242228508,2,"['eb77cee3df1d7fbb98d173d20e612f5c4d8fbd098aa73acb59519f3a3a56b2c9', '47008fc7790ddbe24a655a17a1f6363644ed4fdba450bb02e151521ed97801d8', '6abd731299cfa235e773e9afd4800e946523f450f7f0810017df30715c8bc1c9', '3d73cd6194f1df91385d484278a731ab31551a7d7f9029ea920811aa1257fc83', 'ef4f204da755daed2d6258d59ad8d17e4379e394a49615437030c90dcc65ecbc']",['47008fc7790ddbe24a655a17a1f6363644ed4fdba450bb02e151521ed97801d8']
Quali sono i casi d'uso del Geoportale Nazionale Archeologia per l'identificazione di una necropoli o di un insediamento?,0.0,0.0,0.0,0.0,0.0,0.190630242228508,2,"['7946272753a80fecda9addde27ec6794608a0acb2c4af8fb6fb924142c8afc4c', 'c8ac4dde4ed6690be6504149084d9201110fc7758cf3cdd5272a88252252752b', '22887bdcb5712bcb149035405eee9004d73bf10de21c7bbc12432683860181b2', 'ef4f204da755daed2d6258d59ad8d17e4379e394a49615437030c90dcc65ecbc', '3bb811d46be99528927e00c10f8dba90f6f52e18e70f21cf4850e8a095fbceef']",['1bbf4e56642f159cdd25446f9d231c55e2507a2b781199e815597e78be8bd9eb']
Quali sono i metodi di georeferenziazione descritti nel testo e come funziona la trasformazione proiettiva?,0.2,1.0,0.5,0.6309297535714573,1.0,0.190630242228508,2,"['a7b756e4bbd6e51cc94085f936e53618496e50f41adfdd87af96b378a14426c1', 'dde4cbfb6d860aadc0cfba4ae50512001355a46355b79c15e1a1b88ff0a84012', 'af2ef0b237ac1c66a852ea8d46b82b4b8595d3ae9d775e5b4ea3f10fe8f8c078', 'e3144c0815c9966cf192e7db06b3571e9d0db2eff81bcb1c079b29f1d3c84d14', '9bf7dc6fb9ff1b5bb5eb8bef1bc14500435faa7ac1a35e91d139cef14564adf0']",['dde4cbfb6d860aadc0cfba4ae50512001355a46355b79c15e1a1b88ff0a84012']
